order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
27630,3929,2026-06-23,250,1,215.81,215.81,Completed,2026-08-22
27631,1118,2024-11-17,362,7,64.27,449.89,Completed,2025-11-09
27632,1388,2023-08-11,449,2,31.98,63.96,Completed,2024-04-14
27633,7476,2023-08-23,398,3,151.2,453.6,Cancelled,
27634,8188,2025-10-05,494,10,161.53,1615.3,Completed,2025-11-01
27635,7400,2023-01-27,213,5,103.89,519.45,Completed,2024-11-26
27636,9555,2026-07-26,170,10,476.69,4766.9,Completed,2026-08-19
27637,7315,2021-12-13,366,2,212.21,424.42,Completed,2023-05-18
27638,1213,2025-12-21,476,9,155.83,1402.47,Completed,2026-04-21
27639,7371,2024-10-12,61,3,335.86,1007.58,Completed,2025-01-16
27640,2310,2022-11-20,128,4,76.54,306.16,Pending,
27641,7773,2024-11-13,23,10,485.5,4855.0,Completed,2025-08-07
27642,6325,2023-10-07,93,6,225.85,1355.1,Completed,2024-09-09
27643,8469,2024-12-30,183,6,261.83,1570.98,Completed,2025-10-12
27644,9509,2026-04-13,346,6,398.58,2391.48,Completed,2026-05-07
27645,6886,2024-03-15,318,8,344.44,2755.52,Completed,2025-11-14
27646,9340,2024-08-16,190,6,134.92,809.52,Pending,
27647,5404,2026-08-03,177,2,220.37,440.74,Cancelled,
27648,9314,2026-07-20,400,1,223.95,223.95,Completed,2026-08-30
27649,891,2026-06-20,408,5,419.26,2096.3,Completed,2026-08-03
27650,4402,2025-08-08,454,8,90.7,725.6,Completed,2025-08-18
27651,7628,2022-08-09,280,4,426.31,1705.24,Pending,
27652,9860,2023-11-25,286,7,211.05,1477.35,Completed,2025-04-22
27653,8692,2025-08-24,111,1,230.61,230.61,Completed,2026-08-04
27654,3647,2026-02-03,436,9,104.88,943.92,Pending,
27655,6280,2026-09-07,464,4,154.16,616.64,Completed,2026-09-07
27656,867,2025-03-17,158,2,331.41,662.82,Pending,
27657,1160,2026-07-25,144,9,288.01,2592.09,Completed,2026-09-06
27658,7045,2024-11-17,33,4,166.28,665.12,Completed,2025-11-01
27659,3130,2022-01-02,378,10,221.76,2217.6,Completed,2023-03-05
27660,5562,2025-09-13,275,9,341.95,3077.55,Pending,
27661,2064,2022-10-16,167,6,415.75,2494.5,Completed,2024-04-12
27662,7995,2026-09-03,483,1,296.21,296.21,Completed,2026-09-06
27663,861,2024-03-18,103,10,136.61,1366.1,Completed,2026-07-05
27664,6212,2026-06-04,310,4,74.19,296.76,Completed,2026-07-12
27665,6772,2024-12-17,53,8,394.53,3156.24,Completed,2025-05-09
27666,8207,2026-06-17,364,7,48.42,338.94,Completed,2026-08-28
27667,2555,2026-04-10,12,6,463.75,2782.5,Pending,
27668,3439,2026-04-08,456,1,95.85,95.85,Completed,2026-04-27
27669,5560,2026-03-20,233,6,483.28,2899.68,Completed,2026-05-16
27670,2880,2024-12-19,390,9,426.01,3834.09,Completed,2026-06-17
27671,7365,2025-11-26,88,7,233.63,1635.41,Pending,
27672,7573,2023-08-17,302,8,71.6,572.8,Pending,
27673,7557,2021-06-04,55,8,354.06,2832.48,Completed,2022-03-23
27674,4978,2024-11-13,407,1,145.53,145.53,Completed,2025-06-13
27675,6279,2025-08-19,10,4,227.94,911.76,Completed,2025-12-21
27676,1794,2025-04-09,168,6,405.08,2430.48,Completed,2026-05-19
27677,1977,2021-10-22,479,10,319.14,3191.4,Cancelled,
27678,3751,2025-02-22,292,8,30.72,245.76,Completed,2026-03-09
27679,2069,2022-09-19,199,6,102.24,613.44,Completed,2023-11-27
27680,8007,2026-02-02,443,7,368.64,2580.48,Completed,2026-08-28
27681,2577,2025-10-03,66,2,279.02,558.04,Completed,2025-10-05
27682,9240,2025-11-30,210,7,255.63,1789.41,Completed,2025-12-14
27683,4110,2021-08-30,380,6,366.19,2197.14,Completed,2026-03-25
27684,7604,2025-08-29,412,1,326.81,326.81,Completed,2026-02-10
27685,762,2024-08-02,337,8,52.07,416.56,Completed,2025-07-12
27686,7182,2026-03-20,365,10,330.64,3306.4,Completed,2026-07-02
27687,4558,2023-06-22,65,6,319.19,1915.14,Completed,2024-11-27
27688,8117,2024-10-07,166,6,188.61,1131.66,Pending,
27689,1810,2025-03-13,375,1,83.02,83.02,Completed,2025-06-27
27690,2006,2025-10-10,325,8,425.04,3400.32,Pending,
27691,8627,2026-06-22,479,4,319.14,1276.56,Completed,2026-07-06
27692,5796,2025-02-10,221,7,153.97,1077.79,Completed,2025-05-11
27693,5623,2026-09-02,484,7,161.94,1133.58,Completed,2026-09-05
27694,5942,2024-04-10,176,1,27.23,27.23,Completed,2026-02-03
27695,3578,2026-04-20,89,9,84.83,763.47,Completed,2026-05-28
27696,9460,2025-05-15,349,9,297.09,2673.81,Completed,2026-04-01
27697,5544,2023-07-06,436,3,104.88,314.64,Completed,2025-12-31
27698,154,2025-06-04,78,10,332.65,3326.5,Cancelled,
27699,2865,2026-06-15,447,2,490.2,980.4,Completed,2026-07-02
27700,9706,2021-11-02,330,1,147.64,147.64,Completed,2026-01-16
27701,4862,2025-06-24,232,1,212.46,212.46,Completed,2026-01-25
27702,7261,2023-08-07,77,2,150.33,300.66,Completed,2023-09-05
27703,187,2025-11-06,104,8,484.74,3877.92,Completed,2025-12-22
27704,225,2026-04-19,245,4,304.98,1219.92,Completed,2026-05-19
27705,2046,2026-06-30,182,6,447.26,2683.56,Completed,2026-07-23
27706,5189,2026-03-06,381,6,278.73,1672.38,Completed,2026-08-19
27707,6095,2024-01-29,167,1,415.75,415.75,Completed,2025-06-15
27708,698,2020-12-06,333,7,348.93,2442.51,Completed,2024-04-08
27709,9168,2026-04-03,237,10,236.35,2363.5,Pending,
27710,6034,2025-06-06,191,7,468.72,3281.04,Completed,2026-06-02
27711,3515,2024-11-25,415,6,19.35,116.1,Pending,
27712,4517,2026-09-02,226,6,462.78,2776.68,Pending,
27713,5059,2025-04-20,232,10,212.46,2124.6,Completed,2025-04-24
27714,7725,2026-07-26,123,2,46.8,93.6,Completed,2026-09-05
27715,929,2025-06-07,326,4,328.03,1312.12,Completed,2025-10-10
27716,5795,2022-12-02,208,6,340.44,2042.64,Cancelled,
27717,5230,2025-05-06,11,6,188.55,1131.3,Completed,2025-10-02
27718,7864,2024-12-01,453,4,356.24,1424.96,Completed,2025-07-03
27719,3601,2026-08-05,230,8,57.42,459.36,Pending,
27720,3688,2024-02-17,422,1,22.9,22.9,Completed,2025-04-26
27721,8074,2025-12-07,23,6,485.5,2913.0,Completed,2026-08-13
27722,8569,2026-06-05,49,2,342.84,685.68,Completed,2026-08-03
27723,8236,2025-11-13,188,6,51.76,310.56,Pending,
27724,8664,2026-04-14,92,4,349.68,1398.72,Completed,2026-08-18
27725,1025,2025-09-14,16,8,117.48,939.84,Completed,2025-09-30
27726,6555,2023-06-26,19,3,414.68,1244.04,Completed,2025-05-08
27727,6881,2025-07-31,338,6,364.23,2185.38,Completed,2025-11-11
27728,2638,2024-12-13,208,8,340.44,2723.52,Completed,2025-09-03
27729,4535,2025-09-26,79,4,280.73,1122.92,Completed,2025-11-12
27730,9915,2024-03-08,415,6,19.35,116.1,Completed,2025-10-01
27731,1393,2024-06-20,200,7,158.61,1110.27,Completed,2026-08-03
27732,8178,2024-03-17,290,3,55.33,165.99,Completed,2025-11-13
27733,3180,2024-02-17,142,2,247.9,495.8,Completed,2025-03-14
27734,8517,2023-12-17,118,3,361.13,1083.39,Completed,2026-05-12
27735,5347,2026-01-10,486,6,212.11,1272.66,Pending,
27736,116,2025-12-30,197,6,301.69,1810.14,Completed,2026-03-14
27737,1091,2024-10-29,419,5,103.11,515.55,Pending,
27738,8262,2024-09-05,47,4,196.8,787.2,Completed,2025-07-24
27739,7916,2026-09-03,125,6,25.6,153.6,Completed,2026-09-05
27740,2178,2025-04-30,192,7,124.28,869.96,Completed,2026-03-04
27741,6415,2025-04-08,194,9,416.4,3747.6,Completed,2025-04-29
27742,5083,2022-03-27,188,8,51.76,414.08,Completed,2022-07-31
27743,539,2024-10-29,225,9,146.79,1321.11,Pending,
27744,7043,2025-05-06,134,4,176.7,706.8,Completed,2026-06-06
27745,1595,2025-09-22,349,3,297.09,891.27,Completed,2026-02-17
27746,4103,2023-08-21,106,7,359.86,2519.02,Completed,2024-07-11
27747,81,2026-01-04,366,1,212.21,212.21,Cancelled,
27748,2437,2023-11-02,108,8,139.76,1118.08,Completed,2024-06-29
27749,9362,2025-06-21,286,5,211.05,1055.25,Completed,2025-08-08
27750,5002,2024-03-01,72,1,207.22,207.22,Cancelled,
27751,7236,2026-03-16,301,8,390.6,3124.8,Completed,2026-06-07
27752,2998,2026-02-11,69,6,20.25,121.5,Completed,2026-07-03
27753,434,2025-08-22,165,3,279.65,838.95,Completed,2025-09-19
27754,6154,2023-09-20,490,8,285.06,2280.48,Completed,2025-09-23
27755,2404,2026-06-21,87,2,362.57,725.14,Completed,2026-06-26
27756,1098,2023-02-25,327,8,403.17,3225.36,Completed,2024-10-08
27757,4944,2021-12-15,491,10,352.49,3524.9,Completed,2023-06-07
27758,4084,2024-01-17,321,10,458.59,4585.9,Completed,2025-10-02
27759,1161,2025-12-23,223,9,333.12,2998.08,Completed,2026-04-30
27760,5917,2026-05-05,197,3,301.69,905.07,Pending,
27761,4459,2026-08-21,187,8,189.96,1519.68,Completed,2026-09-06
27762,9906,2026-07-27,84,5,87.65,438.25,Completed,2026-08-25
27763,890,2024-03-25,209,9,65.31,587.79,Cancelled,
27764,4955,2026-03-11,244,6,267.73,1606.38,Completed,2026-09-05
27765,7934,2026-03-08,217,4,69.87,279.48,Completed,2026-06-21
27766,4259,2025-07-27,188,2,51.76,103.52,Pending,
27767,2088,2026-08-17,485,4,22.85,91.4,Cancelled,
27768,9893,2026-02-03,122,3,326.67,980.01,Completed,2026-09-01
27769,3253,2026-07-18,414,10,449.03,4490.3,Completed,2026-09-01
27770,9254,2025-02-23,380,8,366.19,2929.52,Completed,2025-03-30
27771,8409,2024-03-21,376,10,78.15,781.5,Completed,2025-01-09
27772,6730,2026-04-13,117,9,380.47,3424.23,Completed,2026-05-07
27773,7733,2021-11-27,477,6,216.81,1300.86,Completed,2022-07-26
27774,5448,2021-12-25,360,2,301.8,603.6,Pending,
27775,6689,2021-03-09,1,2,388.11,776.22,Pending,
27776,2709,2023-08-10,64,3,383.67,1151.01,Pending,
27777,560,2025-09-10,322,8,243.05,1944.4,Completed,2026-06-30
27778,6239,2026-05-25,250,8,215.81,1726.48,Completed,2026-07-14
27779,8032,2022-12-08,275,8,341.95,2735.6,Completed,2026-04-01
27780,8340,2023-03-13,340,1,468.29,468.29,Completed,2026-04-18
27781,7622,2026-06-17,268,8,81.04,648.32,Completed,2026-06-28
27782,9816,2026-09-04,345,4,392.4,1569.6,Completed,2026-09-05
27783,5946,2026-06-10,77,5,150.33,751.65,Completed,2026-09-01
27784,1710,2025-05-28,490,9,285.06,2565.54,Cancelled,
27785,2053,2025-02-02,234,4,300.04,1200.16,Completed,2026-06-26
27786,2741,2026-08-04,227,8,17.31,138.48,Completed,2026-08-19
27787,9756,2024-07-05,482,3,112.73,338.19,Completed,2024-12-17
27788,8845,2025-03-16,189,4,374.66,1498.64,Completed,2026-06-05
27789,7257,2023-07-03,327,4,403.17,1612.68,Completed,2025-03-11
27790,8610,2026-07-12,373,2,185.28,370.56,Completed,2026-08-08
27791,3420,2026-07-09,280,9,426.31,3836.79,Completed,2026-08-04
27792,7167,2024-07-14,33,6,166.28,997.68,Pending,
27793,1668,2021-09-23,118,4,361.13,1444.52,Completed,2026-03-07
27794,1038,2026-04-09,246,4,434.53,1738.12,Completed,2026-04-12
27795,6421,2024-01-09,340,10,468.29,4682.9,Completed,2025-05-13
27796,7063,2025-07-22,436,6,104.88,629.28,Completed,2026-06-30
27797,5952,2025-02-05,76,6,144.29,865.74,Completed,2026-04-14
27798,4691,2023-03-13,133,2,292.63,585.26,Completed,2024-12-11
27799,6061,2026-02-14,278,4,254.74,1018.96,Completed,2026-03-01
27800,3713,2023-06-02,252,2,434.41,868.82,Completed,2026-06-19
27801,2939,2025-02-21,47,1,196.8,196.8,Completed,2025-05-18
27802,2507,2025-01-04,82,7,206.16,1443.12,Completed,2025-01-19
27803,3643,2026-09-05,236,4,403.16,1612.64,Completed,2026-09-05
27804,3180,2023-08-20,473,6,64.01,384.06,Completed,2025-11-10
27805,1586,2024-08-23,39,1,117.32,117.32,Pending,
27806,5358,2023-04-07,425,5,304.93,1524.65,Completed,2026-08-29
27807,4113,2025-06-16,412,9,326.81,2941.29,Completed,2026-09-02
27808,1620,2021-07-17,384,10,242.29,2422.9,Pending,
27809,9068,2022-01-12,,7,332.65,2328.55,Completed,2026-07-31
27810,5094,2025-08-09,74,5,120.8,604.0,Completed,2026-03-22
27811,1426,2020-09-07,174,10,468.34,4683.4,Completed,2022-07-25
27812,483,2025-05-18,252,2,434.41,868.82,Pending,
27813,855,2026-06-13,336,5,309.12,1545.6,Completed,2026-07-08
27814,4107,2026-02-05,107,9,227.43,2046.87,Completed,2026-04-03
27815,2423,2025-06-08,417,8,75.8,606.4,Completed,2026-02-24
27816,9601,2022-10-07,459,10,393.12,3931.2,Completed,2025-07-06
27817,4698,2024-11-23,436,6,104.88,629.28,Completed,2025-06-19
27818,7390,2026-08-16,465,9,291.12,2620.08,Cancelled,
27819,2445,2024-08-01,490,4,285.06,1140.24,Completed,2025-05-27
27820,687,2022-07-06,366,8,212.21,1697.68,Completed,2023-05-02
27821,3349,2025-05-10,45,5,416.97,2084.85,Cancelled,
27822,6879,2022-09-14,330,10,147.64,1476.4,Completed,2022-10-16
27823,7641,2020-06-20,351,2,310.0,620.0,Completed,2021-05-31
27824,1962,2020-04-13,122,3,326.67,980.01,Completed,2023-12-12
27825,2965,2024-02-10,8,9,394.1,3546.9,Completed,2026-08-01
27826,4742,2026-06-27,37,2,69.31,138.62,Pending,
27827,3469,2025-05-02,395,7,11.09,77.63,Completed,2025-06-27
27828,2942,2024-07-21,420,8,455.77,3646.16,Pending,
27829,9837,2024-02-06,34,10,188.38,1883.8,Completed,2025-07-27
27830,9342,2025-03-09,120,9,315.52,2839.68,Completed,2026-09-01
27831,3563,2026-07-22,295,10,422.57,4225.7,Completed,2026-08-30
27832,545,2024-01-30,134,10,176.7,1767.0,Completed,2025-07-31
27833,3590,2025-11-09,280,10,426.31,4263.1,Completed,2026-08-01
27834,8810,2025-04-26,129,5,56.18,280.9,Completed,2026-05-27
27835,8994,2026-06-05,269,6,62.17,373.02,Completed,2026-07-26
27836,7014,2025-09-18,175,4,86.48,345.92,Completed,2026-06-29
27837,6758,2026-04-06,33,4,166.28,665.12,Pending,
27838,3628,2024-10-13,163,7,118.96,832.72,Completed,2025-04-30
27839,4409,2023-08-06,353,2,284.65,569.3,Completed,2023-09-27
27840,8797,2025-12-08,129,2,56.18,112.36,Pending,
27841,2161,2026-08-14,139,8,392.45,3139.6,Completed,2026-08-18
27842,4064,2026-03-05,65,1,319.19,319.19,Completed,2026-08-02
27843,8773,2026-08-24,63,1,284.79,284.79,Completed,2026-09-02
27844,6984,2022-03-07,389,6,63.65,381.9,Completed,2023-03-02
27845,1094,2025-03-01,7,8,381.76,3054.08,Completed,2025-09-29
27846,7879,2024-08-13,472,7,239.71,1677.97,Completed,2024-10-01
27847,680,2024-10-03,499,5,183.53,917.65,Pending,
27848,2864,2023-11-25,76,6,144.29,865.74,Completed,2024-11-01
27849,9199,2026-01-28,374,10,160.65,1606.5,Completed,2026-07-31
27850,723,2025-12-23,289,2,264.26,528.52,Completed,2026-07-14
27851,1876,2024-07-08,432,4,387.19,1548.76,Cancelled,
27852,8682,2021-07-13,220,7,201.8,1412.6,Completed,2021-09-12
27853,6698,2026-08-04,40,4,336.56,1346.24,Completed,2026-08-18
27854,2313,2024-05-04,225,3,146.79,440.37,Completed,2025-05-28
27855,3441,2025-09-06,32,5,483.92,2419.6,Pending,
27856,9319,2021-07-28,378,5,221.76,1108.8,Completed,2025-01-01
27857,6054,2024-10-31,169,7,161.98,1133.86,Completed,2025-09-27
27858,3151,2022-02-19,378,4,221.76,887.04,Completed,2022-05-07
27859,1444,2026-03-15,360,6,301.8,1810.8,Completed,2026-06-09
27860,4149,2026-09-05,32,2,483.92,967.84,Completed,2026-09-07
27861,3171,2022-05-29,294,8,54.06,432.48,Completed,2025-05-07
27862,4304,2025-09-24,446,9,356.4,3207.6,Completed,2026-01-19
27863,487,2024-09-21,363,5,62.97,314.85,Completed,2026-03-28
27864,4679,2025-10-23,7,7,381.76,2672.32,Pending,
27865,2466,2025-12-15,237,8,236.35,1890.8,Completed,2026-08-21
27866,9628,2026-07-10,220,7,201.8,1412.6,Cancelled,
27867,2768,2020-09-14,23,10,485.5,4855.0,Pending,
27868,2451,2025-02-25,47,10,196.8,1968.0,Pending,
27869,3022,2024-08-17,334,6,431.06,2586.36,Cancelled,
27870,6083,2025-07-05,334,1,431.06,431.06,Completed,2026-03-23
27871,7313,2024-07-14,270,3,15.47,46.41,Completed,2024-08-25
27872,2942,2025-01-12,209,3,65.31,195.93,Completed,2026-01-25
27873,6941,2024-04-18,121,7,294.13,2058.91,Completed,2025-09-17
27874,1310,2026-02-17,70,3,221.18,663.54,Pending,
27875,1916,2022-05-11,382,6,468.39,2810.34,Pending,
27876,2888,2025-12-31,170,9,476.69,4290.21,Completed,2026-01-27
27877,6994,2026-02-22,346,9,398.58,3587.22,Completed,2026-04-20
27878,5525,2026-03-14,130,7,295.88,2071.16,Completed,2026-03-25
27879,4614,2024-08-03,224,5,478.03,2390.15,Pending,
27880,6070,2026-06-29,327,4,403.17,1612.68,Completed,2026-07-07
27881,1963,2026-05-29,363,2,62.97,125.94,Pending,
27882,2638,2025-05-16,335,2,70.39,140.78,Completed,2026-03-01
27883,7060,2025-08-13,325,8,425.04,3400.32,Pending,
27884,9874,2026-05-22,275,9,341.95,3077.55,Completed,2026-07-25
27885,2,2025-07-07,441,5,426.31,2131.55,Completed,2026-02-24
27886,3628,2024-05-16,390,9,426.01,3834.09,Completed,2025-01-03
27887,8835,2024-12-04,7,5,381.76,1908.8,Cancelled,
27888,8321,2024-12-28,12,5,463.75,2318.75,Completed,2025-10-26
27889,2618,2023-04-04,393,9,296.19,2665.71,Completed,2024-04-02
27890,351,2026-01-15,328,10,268.7,2687.0,Completed,2026-04-15
27891,5678,2025-02-28,80,7,393.03,2751.21,Completed,2025-09-02
27892,6953,2026-08-31,327,6,403.17,2419.02,Completed,2026-09-01
27893,2545,2024-07-27,104,9,484.74,4362.66,Completed,2025-12-17
27894,3035,2026-08-25,232,6,212.46,1274.76,Pending,
27895,6740,2026-06-23,58,5,286.53,1432.65,Completed,2026-07-10
27896,5369,2026-01-31,420,3,455.77,1367.31,Completed,2026-08-20
27897,2824,2026-07-28,1,10,388.11,3881.1,Completed,2026-08-29
27898,8367,2024-07-26,37,1,69.31,69.31,Completed,2025-04-05
27899,9035,2021-11-04,487,1,239.7,239.7,Completed,2022-03-20
27900,7249,2024-11-25,381,5,278.73,1393.65,Completed,2025-01-02
27901,9461,2025-07-06,135,1,297.5,297.5,Pending,
27902,3597,2026-07-03,158,6,331.41,1988.46,Completed,2026-08-09
27903,1109,2026-08-02,61,7,335.86,2351.02,Completed,2026-08-25
27904,7325,2025-03-29,16,6,117.48,704.88,Completed,2026-07-12
27905,5603,2025-10-01,29,10,81.37,813.7,Completed,2026-06-19
27906,4140,2025-08-19,12,8,463.75,3710.0,Completed,2026-05-02
27907,2606,2024-12-24,403,6,391.74,2350.44,Completed,2025-10-26
27908,635,2026-08-22,123,6,46.8,280.8,Completed,2026-08-26
27909,1716,2022-07-26,232,6,212.46,1274.76,Pending,
27910,6656,2022-06-17,294,9,54.06,486.54,Pending,
27911,2281,2025-05-10,343,5,401.44,2007.2,Completed,2026-04-08
27912,9369,2025-08-31,309,2,136.9,273.8,Completed,2025-12-19
27913,4734,2025-09-26,246,1,434.53,434.53,Completed,2026-02-19
27914,837,2026-01-05,58,8,286.53,2292.24,Completed,2026-08-29
27915,6543,2024-07-05,227,4,17.31,69.24,Cancelled,
27916,6877,2024-06-25,146,5,137.15,685.75,Completed,2026-04-17
27917,1796,2025-12-02,140,9,45.95,413.55,Completed,2026-02-09
27918,8398,2025-04-16,52,9,8.64,77.76,Completed,2025-06-07
27919,7378,2026-08-26,104,6,484.74,2908.44,Pending,
27920,5967,2024-05-04,419,5,103.11,515.55,Completed,2026-07-24
27921,1211,2024-09-09,280,4,426.31,1705.24,Completed,2025-09-07
27922,4855,2024-10-20,427,8,123.08,984.64,Completed,2025-12-16
27923,9708,2025-01-27,392,7,65.35,457.45,Completed,2025-06-21
27924,2373,2025-12-22,103,5,136.61,683.05,Cancelled,
27925,9360,2023-05-22,497,6,218.55,1311.3,Cancelled,
27926,1939,2024-01-14,450,9,310.07,2790.63,Pending,
27927,6063,2025-01-27,344,4,298.87,1195.48,Completed,2026-07-04
27928,3963,2026-06-17,42,8,417.18,3337.44,Completed,2026-08-25
27929,681,2025-04-29,376,5,78.15,390.75,Completed,2025-06-07
27930,6413,2024-08-27,270,8,15.47,123.76,Completed,2026-02-13
27931,4733,2026-02-07,452,7,442.65,3098.55,Pending,
27932,3147,2024-03-31,359,5,248.62,1243.1,Completed,2025-07-02
27933,2326,2024-11-17,6,1,487.93,487.93,Pending,
27934,4885,2026-08-30,201,1,389.82,389.82,Completed,2026-09-07
27935,1059,2025-04-22,35,1,237.43,237.43,Completed,2025-06-30
27936,6000,2021-02-28,48,9,147.72,1329.48,Cancelled,
27937,930,2026-06-04,5,5,51.62,258.1,Completed,2026-06-21
27938,2100,2026-07-30,383,7,391.25,2738.75,Completed,2026-08-16
27939,5093,2022-04-23,120,4,315.52,1262.08,Completed,2022-11-08
27940,7414,2025-03-10,394,7,344.62,2412.34,Completed,2026-09-04
27941,3976,2025-03-08,369,1,170.15,170.15,Completed,2026-01-19
27942,6287,2026-03-30,164,3,23.52,70.56,Completed,2026-05-25
27943,9318,2025-08-03,326,10,328.03,3280.3,Completed,2025-08-24
27944,5919,2025-11-01,12,4,463.75,1855.0,Completed,2026-01-10
27945,7502,2023-04-30,101,8,454.75,3638.0,Pending,
27946,4782,2026-02-10,461,9,288.34,2595.06,Completed,2026-02-24
27947,2600,2024-03-25,19,5,414.68,2073.4,Completed,2026-01-30
27948,3649,2021-11-21,41,10,221.39,2213.9,Completed,2024-02-06
27949,3517,2025-10-10,323,6,167.54,1005.24,Completed,2025-11-23
27950,5489,2024-01-17,131,4,89.44,357.76,Pending,
27951,1512,2025-08-17,137,7,479.49,3356.43,Cancelled,
27952,7658,2026-02-07,218,10,66.26,662.6,Completed,2026-03-02
27953,1526,2024-08-29,479,6,319.14,1914.84,Completed,2025-02-18
27954,7061,2025-06-30,223,5,333.12,1665.6,Completed,2025-07-31
27955,4722,2023-03-25,193,5,65.77,328.85,Pending,
27956,7378,2026-05-01,262,1,413.21,413.21,Completed,2026-07-09
27957,1752,2025-08-08,282,5,94.84,474.2,Completed,2026-03-19
27958,2095,2026-02-03,106,7,359.86,2519.02,Completed,2026-02-23
27959,2523,2022-05-15,39,10,117.32,1173.2,Cancelled,
27960,7797,2026-08-17,195,4,80.88,323.52,Completed,2026-08-19
27961,2654,2023-03-09,263,9,158.62,1427.58,Completed,2024-11-19
27962,3355,2025-11-12,467,1,326.37,326.37,Completed,2026-01-18
27963,1398,2025-06-03,143,2,469.22,938.44,Completed,2025-12-14
27964,2331,2022-07-04,444,3,100.56,301.68,Completed,2025-04-25
27965,8561,2023-12-27,208,8,340.44,2723.52,Completed,2026-05-14
27966,1216,2025-12-02,46,2,403.36,806.72,Completed,2026-08-25
27967,9124,2026-06-14,18,6,36.59,219.54,Completed,2026-08-25
27968,8304,2024-03-14,391,8,320.35,2562.8,Cancelled,
27969,9481,2026-05-15,265,7,460.88,3226.16,Completed,2026-08-01
27970,6232,2024-03-05,276,9,199.85,1798.65,Completed,2026-04-14
27971,6841,2024-08-29,392,6,65.35,392.1,Completed,2024-10-12
27972,8414,2025-12-27,17,10,279.52,2795.2,Pending,
27973,7095,2024-06-29,41,5,221.39,1106.95,Completed,2024-11-05
27974,5615,2024-03-01,395,6,11.09,66.54,Completed,2024-11-13
27975,4211,2024-10-25,206,5,118.68,593.4,Completed,2026-06-10
27976,8603,2021-02-22,78,4,332.65,1330.6,Pending,
27977,3162,2026-07-28,367,7,388.29,2718.03,Cancelled,
27978,5566,2026-03-08,122,6,326.67,1960.02,Completed,2026-04-04
27979,603,2026-01-24,257,7,409.2,2864.4,Completed,2026-02-28
27980,6459,2026-04-12,38,4,240.47,961.88,Cancelled,
27981,1319,2025-10-31,140,7,45.95,321.65,Pending,
27982,564,2025-03-08,383,5,391.25,1956.25,Completed,2025-03-09
27983,2965,2025-11-03,13,2,323.71,647.42,Completed,2026-05-17
27984,6697,2024-09-26,354,10,288.35,2883.5,Completed,2026-03-08
27985,8240,2023-05-24,19,1,414.68,414.68,Completed,2024-06-14
27986,5978,2021-05-06,418,9,389.5,3505.5,Completed,2025-05-14
27987,6541,2025-01-14,435,9,24.87,223.83,Completed,2025-08-10
27988,2421,2022-03-07,254,4,127.68,510.72,Completed,2024-07-26
27989,1068,2025-08-27,406,6,440.2,2641.2,Cancelled,
27990,1128,2023-11-27,216,1,370.8,370.8,Completed,2024-09-13
27991,751,2024-12-25,338,7,364.23,2549.61,Completed,2026-03-13
27992,3472,2026-04-08,276,3,199.85,599.55,Cancelled,
27993,7480,2026-06-03,272,9,91.45,823.05,Cancelled,
27994,602,2026-08-23,4,8,350.2,2801.6,Pending,
27995,3467,2026-02-25,303,8,270.35,2162.8,Completed,2026-04-04
27996,6009,2025-09-20,389,1,63.65,63.65,Pending,
27997,597,2024-09-29,484,4,161.94,647.76,Completed,2026-08-30
27998,5460,2026-07-02,415,5,19.35,96.75,Completed,2026-08-28
27999,3976,2024-11-24,191,9,468.72,4218.48,Completed,2026-03-21
28000,9179,2025-06-21,30,5,343.11,1715.55,Completed,2025-09-03
28001,4964,2024-04-01,23,4,485.5,1942.0,Completed,2025-05-05
28002,5176,2024-10-16,455,6,50.4,302.4,Completed,2025-01-28
28003,8503,2021-04-10,351,10,310.0,3100.0,Completed,2021-09-03
28004,7298,2026-05-18,206,5,118.68,593.4,Completed,2026-06-03
28005,5480,2023-11-19,40,7,336.56,2355.92,Completed,2025-09-04
28006,6640,2026-08-30,119,2,218.89,437.78,Completed,2026-09-07
28007,4037,2023-06-11,103,5,136.61,683.05,Completed,2026-06-01
28008,6997,2024-10-20,20,1,317.67,317.67,Completed,2025-12-23
28009,3087,2024-06-17,132,3,462.93,1388.79,Pending,
28010,3137,2026-07-23,491,4,352.49,1409.96,Completed,2026-08-24
28011,8285,2022-03-22,457,8,490.11,3920.88,Completed,2026-05-17
28012,4154,2025-05-08,333,6,348.93,2093.58,Completed,2025-11-04
28013,5314,2026-07-11,142,5,247.9,1239.5,Cancelled,
28014,1198,2021-03-15,309,10,136.9,1369.0,Pending,
28015,3437,2025-08-08,106,3,359.86,1079.58,Completed,2026-08-06
28016,6505,2024-08-21,74,7,120.8,845.6,Completed,2025-01-27
28017,5304,2025-02-12,121,2,294.13,588.26,Completed,2025-07-27
28018,3025,2023-07-25,402,9,459.63,4136.67,Completed,2025-08-06
28019,299,2023-03-21,411,4,334.51,1338.04,Completed,2026-08-17
28020,5488,2024-08-04,295,3,422.57,1267.71,Completed,2025-10-17
28021,3490,2023-01-02,441,5,426.31,2131.55,Completed,2025-05-02
28022,9216,2026-04-24,178,3,496.23,1488.69,Completed,2026-06-11
28023,438,2026-02-20,19,8,414.68,3317.44,Completed,2026-04-17
28024,6830,2024-08-16,313,7,120.12,840.84,Completed,2025-12-18
